name,qty,value
Tec-9 | Ice Cap (Well-Worn),100,1300
Souvenir Desert Eagle | Urban Rubble (Battle-Scarred),1,1282
Sticker | kennyS | MLG Columbus 2016,11,13541
P90 | Fallout Warning (Field-Tested),7,6790
Sticker | Vox Eminor (Holo) | Katowice 2015,19,2354290
Sticker | mousesports (Foil) | Krakow 2017,11,32912
StatTrak™ Sawed-Off | Serenity (Field-Tested),5,1535
StatTrak™ XM1014 | Ziggy (Field-Tested),15,1065
MAG-7 | Praetorian (Field-Tested),88,17688
StatTrak™ M4A1-S | Briefing (Field-Tested),87,56724
R8 Revolver | Crimson Web (Well-Worn),36,396
Nova | Gila (Field-Tested),39,1872
Krakow 2017 Train Souvenir Package,15,24855
StatTrak™ Desert Eagle | Directive (Field-Tested),125,20375
Sticker | denis | Boston 2018,45,9405
M4A4 | Urban DDPAT (Battle-Scarred),276,2760
StatTrak™ Dual Berettas | Retribution (Well-Worn),22,7480
Sticker | Xyp9x | Krakow 2017,174,24534
Sticker | jR | Krakow 2017,93,23901
StatTrak™ PP-Bizon | Jungle Slipstream (Well-Worn),26,754
Sealed Graffiti | Tombstone (Jungle Green),273,273
Sticker | apEX | MLG Columbus 2016,10,6550
★ StatTrak™ Flip Knife | Crimson Web (Battle-Scarred),1,22800
Souvenir Glock-18 | Night (Minimal Wear),14,2142
Autograph Capsule | Titan | Cologne 2015,9,14049
Souvenir MP9 | Dark Age (Factory New),12,16752
SG 553 | Damascus Steel (Well-Worn),65,2080
★ StatTrak™ Falchion Knife | Safari Mesh (Field-Tested),3,30780
StatTrak™ MP7 | Nemesis (Field-Tested),16,18688
Galil AR | Kami (Factory New),32,10720
StatTrak™ M4A4 | Royal Paladin (Battle-Scarred),3,7011
StatTrak™ Music Kit | Twin Atlantic, GLA,16,1360
Souvenir AUG | Colony (Battle-Scarred),200,4200
StatTrak™ P250 | Ripple (Battle-Scarred),43,1204
StatTrak™ UMP-45 | Exposure (Battle-Scarred),16,1120
Negev | Dazzle (Minimal Wear),64,4032
Sealed Graffiti | Sorry (Tracer Yellow),146,146
StatTrak™ CZ75-Auto | Red Astor (Minimal Wear),10,1350
Sticker | Kjaerbye | Krakow 2017,236,32096
Sticker | Support,31,2232
Sticker | apEX | Atlanta 2017,25,11400
Sticker | Pegasus,32,1056
StatTrak™ M249 | Nebula Crusader (Well-Worn),13,3328
Sticker | dennis | Cologne 2016,12,9480
Sticker | Xizt | Cologne 2016,11,3916
Negev | Desert-Strike (Battle-Scarred),17,221
Sticker | London Conspiracy | Cologne 2014,10,22800
Glock-18 | Night (Factory New),10,36980
StatTrak™ Galil AR | Eco (Battle-Scarred),20,9940
Souvenir SG 553 | Damascus Steel (Factory New),1,5985
G3SG1 | Hunter (Factory New),15,300
StatTrak™ MP9 | Goo (Minimal Wear),3,504
StatTrak™ Galil AR | Firefight (Minimal Wear),15,3105
Desert Eagle | Sunset Storm 壱 (Field-Tested),9,221823
StatTrak™ Dual Berettas | Panther (Well-Worn),50,12400
PP-Bizon | Modern Hunter (Field-Tested),5,13500
Sealed Graffiti | PENTA Sports | Krakow 2017,48,5280
Sealed Graffiti | Vega Squadron | Krakow 2017,230,47840
Sticker | Hobbit | Krakow 2017,426,65178
Sticker | felps | Krakow 2017,829,94506
Sticker | seized | Krakow 2017,155,27745
Souvenir Sawed-Off | Sage Spray (Factory New),9,855
Souvenir Galil AR | Hunting Blind (Well-Worn),14,2324
StatTrak™ P250 | Iron Clad (Well-Worn),49,1176
Sticker | Flipsid3 Tactics | Krakow 2017,123,61131
Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,876,1554900
Sticker | Astralis | Boston 2018,129,50310
StatTrak™ Galil AR | Firefight (Battle-Scarred),22,1518
Sticker | Mahjong Zhong,5,370
Sticker | RpK (Foil) | Atlanta 2017,7,31920
★ Bayonet | Boreal Forest (Field-Tested),31,544236
StatTrak™ MAC-10 | Ultraviolet (Battle-Scarred),9,1683
★ Bayonet | Black Laminate (Field-Tested),5,136050
Tec-9 | Cracked Opal (Minimal Wear),76,912
StatTrak™ AWP | Elite Build (Well-Worn),39,79872
Souvenir P90 | Sand Spray (Well-Worn),6,174
Sticker | s1mple (Foil) | Krakow 2017,17,113373
Dual Berettas | Royal Consorts (Well-Worn),78,1950
Souvenir SG 553 | Gator Mesh (Minimal Wear),19,2964
Sticker | Sprout Esports (Holo) | Boston 2018,38,46816
G3SG1 | Murky (Factory New),21,1302
Souvenir M249 | Contrast Spray (Well-Worn),20,20
MP9 | Orange Peel (Factory New),29,899
★ M9 Bayonet | Doppler (Factory New) - Phase 1,14,1785406
Sticker | PGL (Foil) | Krakow 2017,28,35476
SG 553 | Triarch (Factory New),13,1820
PP-Bizon | Harvester (Factory New),21,693
StatTrak™ MAG-7 | Cobalt Core (Field-Tested),55,1925
XM1014 | Bone Machine (Minimal Wear),42,26544
SCAR-20 | Outbreak (Minimal Wear),41,943
StatTrak™ SG 553 | Aerial (Battle-Scarred),47,987
MP9 | Storm (Well-Worn),47,5123
Souvenir P250 | Metallic DDPAT (Minimal Wear),8,5856
MAG-7 | Praetorian (Minimal Wear),91,23842
Souvenir XM1014 | Blue Spruce (Battle-Scarred),8,17672
Sticker | Flipsid3 Tactics | Cologne 2015,17,13923
★ StatTrak™ M9 Bayonet | Slaughter (Minimal Wear),1,94619
MAG-7 | Seabird (Factory New),47,22889
★ Bayonet | Case Hardened (Well-Worn),9,284967
M4A1-S | Master Piece (Factory New),6,224964
P90 | Leather (Minimal Wear),16,17776
★ Gut Knife | Night (Field-Tested),23,214176
★ Karambit | Slaughter (Field-Tested),6,598494
★ Karambit | Slaughter (Minimal Wear),7,758093
MP9 | Deadly Poison (Factory New),32,7136
Sticker | Flipsid3 Tactics (Holo) | Katowice 2015,4,136484
Sawed-Off | Copper (Field-Tested),3,26397
SG 553 | Ultraviolet (Field-Tested),19,48431
Sticker | Headshot Guarantee,21,1617
CZ75-Auto | Tuxedo (Factory New),21,1890
StatTrak™ Negev | Lionfish (Minimal Wear),7,819
StatTrak™ FAMAS | Sergeant (Minimal Wear),11,13321
Sticker | OpTic Gaming (Holo) | Cologne 2016,8,23648
★ Bayonet | Black Laminate (Minimal Wear),3,88065
Nova | Polar Mesh (Factory New),36,324
★ StatTrak™ Huntsman Knife | Night (Field-Tested),6,67500
Sticker | Vega Squadron (Foil) | Boston 2018,12,30948
Sticker | Kaze (Foil) | Boston 2018,6,8490
G3SG1 | The Executioner (Well-Worn),61,6832
PP-Bizon | Fuel Rod (Well-Worn),49,2940
Sealed Graffiti | King Me (Tracer Yellow),179,716
Sticker | Seek & Destroy,21,1491
Souvenir MAG-7 | Storm (Minimal Wear),29,638
SG 553 | Atlas (Battle-Scarred),110,880
Autograph Capsule | Challengers (Foil) | MLG Columbus 2016,216,895104
★ Shadow Daggers | Crimson Web (Battle-Scarred),2,20092
StatTrak™ AWP | Hyper Beast (Battle-Scarred),9,49248
Tec-9 | Hades (Battle-Scarred),39,77259
StatTrak™ AWP | Corticera (Factory New),4,37848
Glock-18 | Twilight Galaxy (Factory New),15,282150
★ StatTrak™ Bayonet | Damascus Steel (Factory New),2,66974
M4A4 | Howl (Minimal Wear),9,3870936
★ StatTrak™ Huntsman Knife | Blue Steel (Well-Worn),2,36998
★ StatTrak™ Flip Knife | Case Hardened (Well-Worn),1,23306
★ StatTrak™ Karambit | Forest DDPAT (Battle-Scarred),1,47737
Nova | Bloomstick (Field-Tested),13,12025
Sticker | Titan (Foil) | Katowice 2015,10,296400
★ StatTrak™ Flip Knife | Ultraviolet (Battle-Scarred),1,16359
★ Butterfly Knife | Urban Masked (Minimal Wear),8,552896
★ Flip Knife | Urban Masked (Field-Tested),27,376677
StatTrak™ AK-47 | Case Hardened (Minimal Wear),3,146973
★ Bayonet | Doppler (Minimal Wear) - Phase 2,2,146432
★ StatTrak™ M9 Bayonet | Forest DDPAT (Field-Tested),2,83476
★ Huntsman Knife | Urban Masked (Well-Worn),10,108300
★ StatTrak™ Bayonet | Forest DDPAT (Battle-Scarred),3,53394
USP-S | Royal Blue (Battle-Scarred),33,51711
CZ75-Auto | Hexane (Field-Tested),37,6734
★ Falchion Knife | Night (Field-Tested),13,136162
★ Flip Knife | Damascus Steel (Minimal Wear),3,61218
★ Flip Knife | Case Hardened (Battle-Scarred),5,97255
Sticker | Counter Logic Gaming (Holo) | Katowice 2015,11,261140
Sticker | LGB eSports (Holo) | Katowice 2015,7,239400
★ M9 Bayonet | Urban Masked (Minimal Wear),6,284628
StatTrak™ Sawed-Off | The Kraken (Factory New),3,10332
Sticker | Keyd Stars | Katowice 2015,6,8538
StatTrak™ G3SG1 | Demeter (Field-Tested),12,7104
StatTrak™ SG 553 | Ultraviolet (Field-Tested),18,43848
G3SG1 | Contractor (Field-Tested),8,2168
UMP-45 | Fallout Warning (Factory New),7,49728
PP-Bizon | Chemical Green (Minimal Wear),126,30492
Galil AR | Hunting Blind (Minimal Wear),22,6886
P90 | Scorched (Factory New),6,10260
SSG 08 | Lichen Dashed (Field-Tested),39,5460
G3SG1 | Safari Mesh (Minimal Wear),27,9180
XM1014 | Oxide Blaze (Field-Tested),105,420
StatTrak™ PP-Bizon | Water Sigil (Well-Worn),9,4860
StatTrak™ MP9 | Sand Scale (Well-Worn),11,473
★ M9 Bayonet | Scorched (Battle-Scarred),12,530016
StatTrak™ AK-47 | Frontside Misty (Well-Worn),15,31605
★ Karambit | Urban Masked (Field-Tested),20,1082420
★ Huntsman Knife | Case Hardened (Battle-Scarred),6,117132
★ StatTrak™ Butterfly Knife | Fade (Factory New),6,1742478
Sticker | jR | Boston 2018,86,24252
Sticker | NEO | Atlanta 2017,22,32912
Sticker | SK Gaming | Boston 2018,82,17712
Sticker | TaZ (Foil) | Krakow 2017,23,22333
Sealed Graffiti | Sheriff (Frog Green),110,660
Sticker | Sprout Esports | Boston 2018,76,51072
Sealed Graffiti | FaZe Clan | Atlanta 2017,43,11524
M4A1-S | Icarus Fell (Minimal Wear),6,285570
★ Gut Knife | Night (Minimal Wear),16,161536
★ StatTrak™ Falchion Knife | Safari Mesh (Minimal Wear),1,10331
★ Butterfly Knife | Crimson Web (Field-Tested),12,1175784
★ StatTrak™ Butterfly Knife | Boreal Forest (Field-Tested),1,62528
StatTrak™ Dual Berettas | Marina (Minimal Wear),10,9550
StatTrak™ M4A1-S | Hyper Beast (Minimal Wear),13,140777
P2000 | Red FragCam (Minimal Wear),24,3144
UMP-45 | Exposure (Well-Worn),34,1054
SG 553 | Triarch (Field-Tested),165,4290
StatTrak™ AWP | Phobos (Minimal Wear),115,33925
★ StatTrak™ M9 Bayonet | Doppler (Factory New) - Phase 1,2,248234
★ StatTrak™ Bayonet | Blue Steel (Well-Worn),2,65264
StatTrak™ AK-47 | Aquamarine Revenge (Factory New),9,206802
★ StatTrak™ Karambit | Urban Masked (Field-Tested),6,303480
★ StatTrak™ M9 Bayonet | Ultraviolet (Battle-Scarred),1,47253
StatTrak™ AK-47 | Wasteland Rebel (Field-Tested),6,45168
★ Butterfly Knife | Night (Minimal Wear),5,459560
Five-SeveN | Hyper Beast (Minimal Wear),14,52850
Sticker | tabseN (Foil) | Boston 2018,17,10030
Five-SeveN | Capillary (Factory New),170,5610
Souvenir Nova | Polar Mesh (Well-Worn),15,420
MP9 | Black Sand (Battle-Scarred),55,165
P2000 | Urban Hazard (Field-Tested),74,296
Sticker | Skadoodle | Boston 2018,13,3835
Sticker | ELEAGUE (Holo) | Boston 2018,27,4266
Sticker | byali | Boston 2018,27,3402
Sticker | Team Dignitas (Holo) | DreamHack 2014,2,73744
★ Flip Knife | Boreal Forest (Field-Tested),22,289982
P90 | Scorched (Battle-Scarred),9,12681
P90 | Scorched (Field-Tested),37,10693
Tec-9 | Cut Out (Well-Worn),23,5612
Tec-9 | Cut Out (Battle-Scarred),29,6322
MAC-10 | Aloha (Field-Tested),64,17024
StatTrak™ Tec-9 | Cut Out (Well-Worn),14,5586
SCAR-20 | Jungle Slipstream (Well-Worn),48,288
★ Huntsman Knife | Marble Fade (Factory New),4,124760
Sealed Graffiti | Tombstone (Monster Purple),201,201
MAG-7 | Sonar (Minimal Wear),107,1177
★ M9 Bayonet | Blue Steel (Battle-Scarred),7,497651
★ Flip Knife | Night (Well-Worn),5,83360
★ StatTrak™ Falchion Knife | Crimson Web (Field-Tested),4,82080
★ Gut Knife | Slaughter (Field-Tested),13,165711
★ Butterfly Knife | Safari Mesh (Well-Worn),18,1068732
Sticker | shox | Krakow 2017,266,38570
Sticker | The Spartan,29,377
PP-Bizon | Forest Leaves (Field-Tested),22,4972
Sealed Graffiti | Phoenix,56,1064
Sticker | TaZ | Cologne 2016,6,6414
Sticker | The 'Nader,30,780
Sticker | Pocket BBQ,17,272
StatTrak™ Five-SeveN | Triumvirate (Field-Tested),14,5082
UMP-45 | Primal Saber (Battle-Scarred),56,7896
SG 553 | Pulse (Battle-Scarred),28,6356
StatTrak™ M249 | Nebula Crusader (Minimal Wear),9,4041
UMP-45 | Caramel (Minimal Wear),11,17083
Five-SeveN | Triumvirate (Battle-Scarred),16,3168
MAC-10 | Nuclear Garden (Minimal Wear),23,14789
Music Kit | Beartooth, Disgusting,33,7293
StatTrak™ SG 553 | Aloha (Minimal Wear),24,576
FAMAS | Survivor Z (Factory New),203,9541
StatTrak™ M4A1-S | Chantico's Fire (Factory New),2,49846
★ StatTrak™ Bowie Knife | Case Hardened (Battle-Scarred),1,21322
AK-47 | Bloodsport (Minimal Wear),38,441332
MAG-7 | Hard Water (Field-Tested),40,13040
Sticker | Teamwork (Holo),18,1332
Souvenir SG 553 | Gator Mesh (Field-Tested),24,2040
Sticker | Phoenix Reborn,9,369
Souvenir Sawed-Off | Sage Spray (Well-Worn),18,18
★ Bayonet | Scorched (Field-Tested),23,404432
USP-S | Kill Confirmed (Battle-Scarred),62,194370
Souvenir Tec-9 | Red Quartz (Factory New),12,25308
StatTrak™ Five-SeveN | Nightshade (Well-Worn),15,8070
DreamHack Cluj-Napoca 2015 Train Souvenir Package,6,10278
M249 | Emerald Poison Dart (Minimal Wear),110,18480
UMP-45 | Scaffold (Well-Worn),252,29232
MAC-10 | Rangeen (Field-Tested),108,1944
Sealed Graffiti | North | Boston 2018,13,2873
Sticker | Chabo,3,168
SSG 08 | Death's Head (Minimal Wear),32,25024
Sticker | Mahjong Rooster,5,170
StatTrak™ P2000 | Turf (Field-Tested),102,1938
StatTrak™ Five-SeveN | Scumbria (Minimal Wear),102,2652
Sticker | zehN | Boston 2018,89,13350
Sticker | Golden (Foil) | Boston 2018,22,10340
USP-S | Neo-Noir (Factory New),13,42588
XM1014 | Jungle (Well-Worn),15,5115
MAC-10 | Tatter (Minimal Wear),19,16815
Sticker | LGB eSports (Foil) | Katowice 2015,5,245810
SG 553 | Triarch (Well-Worn),36,972
StatTrak™ Five-SeveN | Scumbria (Field-Tested),144,1728
Desert Eagle | Night (Factory New),16,102592
Glock-18 | Royal Legion (Battle-Scarred),52,9776
StatTrak™ R8 Revolver | Fade (Field-Tested),12,24528
★ StatTrak™ Karambit | Rust Coat (Battle-Scarred),6,352260
Sticker | shroud (Foil) | Cologne 2015,3,29070
StatTrak™ Galil AR | Eco (Minimal Wear),4,32488
Sticker | kennyS (Foil) | Cologne 2015,14,45682
★ Falchion Knife | Doppler (Factory New) - Phase 3,3,113967
StatTrak™ Tec-9 | Cracked Opal (Well-Worn),48,624
★ Karambit | Doppler (Factory New) - Phase 1,8,1188784
StatTrak™ Glock-18 | Weasel (Field-Tested),103,8755
StatTrak™ Nova | Koi (Field-Tested),4,716
StatTrak™ USP-S | Lead Conduit (Factory New),76,122360
Sticker | AdreN (Foil) | Krakow 2017,19,49818
Desert Eagle | Sunset Storm 壱 (Factory New),11,313346
Sticker | bondik (Foil) | Cologne 2015,8,7400
Sticker | Rekt (Holo),14,980
Sticker | Happy | Atlanta 2017,12,6576
Sticker | shox (Foil) | Cluj-Napoca 2015,5,45245
Sticker | Xizt (Foil) | Cologne 2015,2,2554
Galil AR | Firefight (Battle-Scarred),77,2079
StatTrak™ MP7 | Cirrus (Factory New),25,5175
Sticker | Kawaii Killer Terrorist,14,1134
CZ75-Auto | Tread Plate (Field-Tested),19,9462
MP9 | Bioleak (Well-Worn),32,288
StatTrak™ XM1014 | Teclu Burner (Field-Tested),9,1404
Sticker | NEO | Cluj-Napoca 2015,27,10368
Sawed-Off | Serenity (Battle-Scarred),24,3024
Sticker | jmqa | Boston 2018,32,6304
Sticker | s1mple | Boston 2018,49,37681
CZ75-Auto | Xiangliu (Factory New),35,41755
Autograph Capsule | Challengers (Foil) | Cologne 2016,42,230916
Dual Berettas | Contractor (Factory New),28,140
Souvenir P90 | Sand Spray (Battle-Scarred),13,208
Sticker | BIG (Holo) | Krakow 2017,26,9490
Sticker | North | Krakow 2017,259,36519
Sticker | Zeus | Krakow 2017,317,57060
StatTrak™ Dual Berettas | Cartel (Field-Tested),44,2508
AK-47 | Neon Revolution (Minimal Wear),68,266492
Sawed-Off | Mosaico (Battle-Scarred),12,4200
MP9 | Orange Peel (Well-Worn),196,784
Sticker | Easy Peasy,6,228
Sticker | Doomed,24,2208
StatTrak™ Glock-18 | Bunsen Burner (Well-Worn),30,8760
P2000 | Handgun (Factory New),18,5904
StatTrak™ Nova | Bloomstick (Field-Tested),7,9478
★ Huntsman Knife | Scorched (Factory New),1,94990
StatTrak™ USP-S | Orion (Field-Tested),5,47325
StatTrak™ P90 | Cold Blooded (Minimal Wear),1,7591
StatTrak™ Five-SeveN | Nightshade (Factory New),23,14674
StatTrak™ FAMAS | Djinn (Minimal Wear),22,20042
StatTrak™ P2000 | Red FragCam (Well-Worn),6,1932
USP-S | Business Class (Field-Tested),12,33852
Sticker | TSM Kinguin | Katowice 2015,29,23229
AK-47 | Jungle Spray (Factory New),4,45344
MAG-7 | Bulldozer (Well-Worn),41,28618
Sticker | Natus Vincere | Cologne 2014,11,11132
StatTrak™ Negev | Bratatat (Well-Worn),8,1352
StatTrak™ Music Kit | Michael Bross, Invasion!,12,4068
★ Bloodhound Gloves | Guerrilla (Field-Tested),15,126960
★ StatTrak™ Bayonet | Doppler (Factory New) - Phase 1,4,243960
StatTrak™ M249 | Nebula Crusader (Field-Tested),16,4272
StatTrak™ UMP-45 | Exposure (Minimal Wear),14,1946
StatTrak™ SG 553 | Aloha (Field-Tested),33,297
StatTrak™ G3SG1 | Hunter (Field-Tested),22,242
StatTrak™ MAC-10 | Rangeen (Factory New),21,3171
StatTrak™ MAG-7 | SWAG-7 (Field-Tested),13,572
StatTrak™ Dual Berettas | Dualing Dragons (Field-Tested),72,3672
Sticker | karrigan | Cologne 2015,30,14400
R8 Revolver | Bone Mask (Factory New),24,168
Sticker | fer | Boston 2018,54,15012
StatTrak™ M4A1-S | Decimator (Battle-Scarred),9,17181
M4A4 | Desolate Space (Battle-Scarred),106,38690
StatTrak™ SCAR-20 | Outbreak (Battle-Scarred),25,1000
Sticker | Happy (Foil) | Cologne 2015,7,11172
PP-Bizon | High Roller (Factory New),12,13200
Sealed Graffiti | Howling Dawn,10,4460
StatTrak™ Music Kit | Ian Hultquist, Lion's Mouth,2,806
Sticker | Team EnVyUs | MLG Columbus 2016,92,39100
StatTrak™ Dual Berettas | Dualing Dragons (Factory New),45,30600
Sticker | chrisJ | MLG Columbus 2016,15,5235
Sticker | Xizt | MLG Columbus 2016,36,14328
Sticker | Zeus | MLG Columbus 2016,21,5922
Sticker | olofmeister | MLG Columbus 2016,31,17670
DreamHack Cluj-Napoca 2015 Legends (Foil),66,122166
MAC-10 | Heat (Factory New),15,10215
Sticker | DavCost (Foil) | Cologne 2015,23,20309
AK-47 | Red Laminate (Factory New),2,55560
M4A1-S | Master Piece (Well-Worn),26,222300
Sticker | Don't Worry, I'm Pro,31,2325
StatTrak™ USP-S | Serum (Minimal Wear),4,14312
G3SG1 | Demeter (Battle-Scarred),125,103125
Sticker | Backstab,30,720
StatTrak™ Sawed-Off | Highwayman (Well-Worn),11,3872
StatTrak™ Desert Eagle | Oxide Blaze (Factory New),138,27462
StatTrak™ Music Kit | Daniel Sadowski, Total Domination,8,2848
Sticker | Kaze | Boston 2018,33,13233
Souvenir Dual Berettas | Colony (Factory New),3,2199
Sticker | kennyS | Krakow 2017,46,49496
StatTrak™ XM1014 | Slipstream (Battle-Scarred),56,1064
Sticker | Kjaerbye (Foil) | Krakow 2017,25,21675
Sticker | gla1ve (Foil) | Krakow 2017,12,11796
Sticker | device (Foil) | Krakow 2017,50,124450
Sticker | Xyp9x (Foil) | Krakow 2017,9,7695
Sticker | dupreeh (Foil) | Krakow 2017,31,31558
Sticker | Astralis (Holo) | Krakow 2017,18,9270
StatTrak™ SCAR-20 | Blueprint (Factory New),30,2670
StatTrak™ MP7 | Akoben (Battle-Scarred),44,1276
P250 | Iron Clad (Well-Worn),34,612
M4A4 | Jungle Tiger (Minimal Wear),34,28866
Sticker | Flipsid3 Tactics (Foil) | Cologne 2015,29,64496
Nova | Hyper Beast (Factory New),41,113324
StatTrak™ MAG-7 | Heat (Well-Worn),64,4608
StatTrak™ CZ75-Auto | Tigris (Battle-Scarred),12,1632
Sticker | Ninja Defuse,20,1460
MP7 | Anodized Navy (Minimal Wear),18,738
Sticker | Skadoodle (Foil) | Cologne 2015,2,8550
Glock-18 | Brass (Battle-Scarred),14,21140
Sticker | HellRaisers | Cologne 2014,36,24516
StatTrak™ P90 | Asiimov (Minimal Wear),10,48380
StatTrak™ M4A1-S | Basilisk (Well-Worn),20,53840
★ StatTrak™ M9 Bayonet | Urban Masked (Battle-Scarred),1,47010
UMP-45 | Fallout Warning (Minimal Wear),23,78660
★ M9 Bayonet | Safari Mesh (Field-Tested),25,1065175
StatTrak™ M249 | Magma (Minimal Wear),22,3542
MP9 | Orange Peel (Minimal Wear),135,810
M249 | System Lock (Battle-Scarred),34,680
MAG-7 | SWAG-7 (Battle-Scarred),12,252
M4A4 | Buzz Kill (Well-Worn),11,8954
Sticker | Nifty (Gold) | Boston 2018,1,0
Sawed-Off | Orange DDPAT (Field-Tested),12,16992
Souvenir Desert Eagle | Urban DDPAT (Minimal Wear),12,2040
Souvenir Glock-18 | Reactor (Field-Tested),11,13211
G3SG1 | Safari Mesh (Field-Tested),78,21918
PP-Bizon | Jungle Slipstream (Well-Worn),61,1159
StatTrak™ MAC-10 | Tatter (Well-Worn),4,4508
MP7 | Special Delivery (Factory New),17,6919
StatTrak™ PP-Bizon | Osiris (Well-Worn),23,4209
SSG 08 | Ghost Crusader (Battle-Scarred),69,1932
XM1014 | Red Python (Well-Worn),107,17548
PP-Bizon | Photic Zone (Well-Worn),84,3612
Sticker | Counter Logic Gaming | Cluj-Napoca 2015,39,20007
Sticker | Team Immunity | Cologne 2015,11,7667
Sticker | TaZ | Cologne 2015,27,9477
Sticker | USTILO | Cologne 2015,9,8847
M249 | Shipping Forecast (Factory New),368,783840
MP7 | Gunsmoke (Well-Worn),27,6345
StatTrak™ Nova | Rising Skull (Minimal Wear),16,15680
StatTrak™ M4A4 | Faded Zebra (Well-Worn),13,5512
Souvenir Tec-9 | Brass (Battle-Scarred),29,26564
Tec-9 | Terrace (Factory New),8,102600
★ StatTrak™ Huntsman Knife | Safari Mesh (Battle-Scarred),2,16916
M249 | Magma (Minimal Wear),35,3990
UMP-45 | Corporal (Well-Worn),17,731
Sticker | compLexity Gaming | Katowice 2014,6,282150
FAMAS | Hexane (Factory New),27,14607
PP-Bizon | Rust Coat (Battle-Scarred),14,19082
M4A4 | Buzz Kill (Field-Tested),49,34006
StatTrak™ Sawed-Off | Yorick (Factory New),10,1420
Sticker | fox | MLG Columbus 2016,7,5985
Sticker | rain | MLG Columbus 2016,6,3678
USP-S | Serum (Field-Tested),4,15176
SCAR-20 | Green Marine (Well-Worn),10,260
